"id";"unique_id";"name";"strasse_nr";"plz";"art";"angebot";"lieferung";"beschreibung_lieferangebot";"selbstabholung";"angebot_selbstabholung";"fon";"w3";"mail";"montag";"dienstag";"mittwoch";"donnerstag";"freitag";"samstag";"sonntag"
"1761";"603";"VomFASS";"Rhein Straße 64";"12159";"Anderes (bitte bei der nächsten Frage beschreiben)";"Essig, Öle, Wein, Liköre & Spirituosen";"WAHR";"";"WAHR";"";"+493085967716";"https://www.vomfass-berlin.de";"info@vomfass-berlin.de";"10:00-18:30";"10:00-18:30";"10:00-18:30";"10:00-18:30";"10:00-18:30";"09:30-14:00";""
"1533";"526";"Säbelzahn-& Schnabelbar";"Niedstraße 34";"12159";"Anderes (bitte bei der nächsten Frage beschreiben)";"Heimtierfachgeschäft, Tiernahrung Hund, Katze, Nager, Vogel";"WAHR";"Lieferungen innerhalb Berlins gegen Aufpreis. Liefertag voraussichtlich Donnerstagsabends";"WAHR";"Alles rund ums Tier sowie lebende Meerschweinchen und Rennmäuse aus eigener Zucht";"+493085967417";"https://www.saebelzahn-und-schnabelbar.de";"info@saebelzahn-und-schnabelbar.de";"09:00-13:00 & 14:00-18:00";"09:00-13:00 & 14:00-18:00";"09:00-13:00 & 14:00-18:00";"09:00-13:00 & 14:00-18:00";"09:00-13:00 & 14:00-18:00";"09:00-13:00";""
"2814";"960";"Friedenauer Grill Bistro";"Hauptstraße 68a";"12159";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Dönerladen";"FALSCH";"";"WAHR";"";"+49308593917";"";"";"10:00-22:00";"10:00-22:00";"10:00-22:00";"10:00-22:00";"10:00-22:00";"";"12:00-22:00"
"2589";"883";"Heptagon Trade UG (haftungsbeschränkt)";"Bundesallee 135";"12161";"Anderes (bitte bei der nächsten Frage beschreiben)";"Musikinstrumente, Mundharmonikas, Vulcan-Schlagzeugbecken, Gitarren, Armas E-Gitarren, Ukulelen..";"WAHR";"Lieferungen in Berlin und deutschlandweit";"WAHR";"Unter Einhaltung des Sicherheitsabstands";"+491738150075";"https://heptagon-trade.com";"info@heptagon-trade.com";"";"";"";"";"";"";""
"798";"273";"Schmidt Z&KO.";"Rheinstraße 45-46";"12161";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Frisch zubereitete, leckeres aus der Schmidt Z&KO. Küche: Lammhüfte € 26,- 10 Stunden mit Kräuter sous vide gegart, Polenta, Ratatouille, Rosmarinjus";"WAHR";"Steglitz / Zehlendorf, Tempelhof / Schöneberg";"WAHR";"Bestellungen zum selbst Abholen von 11.00-14.00 Uhr";"+4930200039570";"https://www.schmidt-z-ko.de";"info@schmidt-z-ko.de";"";"11:00-14:00";"11:00-14:00";"11:00-14:00";"11:00-14:00";"11:00-14:00";""
"1644";"564";"JE-Computer Stahamann & Sawal GmbH";"Bundesallee 126";"12161";"Anderes (bitte bei der nächsten Frage beschreiben)";"Computer, Reparatur, Netzwerk, Vorort-Service, Lieferung aller Artikel möglich";"WAHR";"Weltweiter Versand, Vorort-Service in und um Berlin";"WAHR";"Selbstabholung nach Terminabsprache möglich";"+493085999333";"https://www.je-computer.de";"support@berliner-pc-service.de";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-17:00";"";""
"1407";"484";"Café Cocosh";"Muthesiusstraße 8";"12161";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Kuchen, Eis, Waffeln, Salate";"FALSCH";"";"WAHR";"Offen von 11-15 Uhr";"+491736243171";"https://www.cafe-cocosh.de";"info@cafe-cocosh.de";"";"11:00-15:00";"11:00-15:00";"11:00-15:00";"11:00-15:00";"";""
"1182";"408";"WARENHAUS Bouchon & Sooth";"Südwestkorso 70";"12161";"Anderes (bitte bei der nächsten Frage beschreiben)";"Concept Store für ausgesuchte Mode und Design, oft Fair Trade";"WAHR";"wir liefern nach Vereinbarung in Friedenau und Schöneberg";"WAHR";"Bestellungen zum Abholen sollen uns bis 15:00 am vorherigen Tag erreichen. Abgeholt werden kann zwischen 10 - 15 Uhr";"+493052687711";"https://www.warenhaus-berlin.com";"post@warenhaus-berlin.com";"10:00-15:00";"10:00-15:00";"10:00-15:00";"10:00-15:00";"10:00-15:00";"";""
"1704";"584";"Nähmaschinen & Bügel Center";"Rheinstraße 42";"12161";"Anderes (bitte bei der nächsten Frage beschreiben)";"Nähmaschinen, Zubehör, Stoffe, Kurzwaren";"WAHR";"Berlin";"FALSCH";"";"+491723103357";"https://www.naehmaschinenundstickerei.de";"info@naehmaschinenundstickerei.de";"";"";"";"";"";"";""
"2472";"844";"derhundeshop.com";"Fregestraße 39d";"12161";"Anderes (bitte bei der nächsten Frage beschreiben)";"Hundezubehör";"WAHR";"Lieferung deutschlandweit per DHL";"FALSCH";"";"+493085076703";"https://www.derhundeshop.com/";"info@derhundeshop.com";"";"";"";"";"";"";""
"3243";"1108";"Como en casa";"Stubenrauchstraße 59";"12161";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Peruanisches Essen ( Empanadas, seco de carne, ceviche (Vorbestellung)carapulcra,etc..) und Paella";"FALSCH";"";"WAHR";"Bestellungen können uns am gleichen Tag ab 9:00 Uhr erreichen. Ceviche muss ein Tag im Voraus vorbestellt werden.";"+4917670781022";"https://comoencasabien.jimdofree.com/";"";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00"
"3249";"1110";"Ristorante Pino";"RheingauStr. 14";"12161";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Italienische Küche";"FALSCH";"";"WAHR";"Täglich außer Montag.";"";"";"";"";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00"
"3255";"1112";"CARLOS CARAVELA";"Dickhardtstraße 27";"12161";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Portugisischer küche";"FALSCH";"";"WAHR";"Mehr Info auf unsere Internet seite";"+49308522660";"https://info@carlos-tapas.de";"info@carlos-tapas.de";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00"
"1266";"437";"Trautwein Pianoforte";"Bundesallee 119";"12161";"Anderes (bitte bei der nächsten Frage beschreiben)";"Klaviere, Mundharmonikas, Gitarren, Reparaturen und Service";"WAHR";"gesamtes Bundesgebiet";"WAHR";"";"+49308512068";"https://www.trautwein.de";"info@trautwein.de";"10:00-18:00";"";"";"";"";"";""
"2838";"969";"Pasta Focaccia";"Feuerbachstraße 34";"12163";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza,Pasta,Salat";"WAHR";"Cca umkreis 5 km";"WAHR";"Telefonisch bestellt in 10 Minuten abholen";"+4915203332345";"https://pastafocaccia.de";"focacciapasta@gmail.com";"11:00-22:00";"11:00-22:00";"11:00-22:00";"11:00-22:00";"11:00-22:00";"12:00-22:00";"12:00-22:00"
"3354";"1145";"Restaurant Dalmacija";"Holsteinische Straße 55";"12163";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Kroatische und deutsche Gerichte, derzeit Wochenkarte";"FALSCH";"";"WAHR";"Wir haben zwischen 12 und 19 Uhr geöffnet. Telefonische Vorbestellungen wären prima";"+49307927730";"https://www.dalmacija-restaurant.de";"kontakt@dalmacija-restaurant.de";"";"12:00-19:00";"12:00-19:00";"12:00-19:00";"";"12:00-19:00";"12:00-19:00"
"2334";"797";"ideenWirbel";"Bornstraße 20";"12163";"Anderes (bitte bei der nächsten Frage beschreiben)";"Individuelle Fair Isle Taschen aus Wolle gestrickt";"WAHR";"weltweiter kostenloser Versand per DeutschePost/DHL; Einschränkungen s. online Shop";"FALSCH";"";"+4917652802291";"https://www.etsy.com/de/shop/ideenWirbel";"ideenwirbel@freenet.de";"";"";"";"";"";"";""
"2625";"895";"Curry Wolf Schloßstraße";"Schloßstraße 17 A";"12163";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Original Berliner Currywurst, Pommes Frites, Bratwurst, Boulette, Cola, Fanta, Apfelschorle, Wasser, Bier, Champagner";"FALSCH";"";"WAHR";"Einfach vorbeikommen, bestellten, mitnehmen genießen. Schnell & einfach. Bezahlung vor Ort mit Karte oder in bar. Keine Vorbestellung oder Anrufe nötig";"+49307923738";"https://curry-wolf.de/currywurst-steglitz/";"info@curry-wolf.de";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";""
"1614";"553";"Pizzeria La Buca";"Hubertussstraße 2";"12163";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza-Pasta";"FALSCH";"";"WAHR";"30 Minuten";"+49307915258";"https://labuca-berlin.com";"La-buca@web.de";"13:00-20:00";"13:00-20:00";"13:00-20:00";"13:00-20:00";"13:00-20:00";"13:00-20:00";""
"2388";"815";"Pot & Pepper";"Kieler Straße 9";"12163";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"240 Gewürze und Gewürzmischungen";"FALSCH";"";"WAHR";"Bestellen Sie einfach in unserem Webshop und holen Sie eine Stunden später Ihre Waren im Ladengeschäft ab.";"+493081827983";"https://www.potandpepper.de";"shop@potandpepper.de";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-15:00";""
"1110";"383";"Foersters Feine Biere";"Bornstraße 20";"12163";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Bierspezialitäten aus ganz Deutschland";"FALSCH";"";"WAHR";"Flaschenbiere von mittelständischen deutschen Brauereien";"+491792164101";"https://www.foerstersfeinebiere.de";"info@foerstersfeinebiere.de";"";"15:00-20:00";"";"15:00-20:00";"15:00-20:00";"13:00-20:00";""
"1635";"561";"Sale e Pane";"Markelstraße 52";"12163";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza & Pasta, Dessert";"FALSCH";"";"WAHR";"Täglicher Außer-Haus-Verkauf von 17:00 bis 20:00 Uhr; Bestellungen unter 030 79 74 79 11";"+493079747911";"https://www.salepane.berlin";"";"17:00-20:00";"17:00-20:00";"17:00-20:00";"17:00-20:00";"17:00-20:00";"17:00-20:00";"17:00-20:00"
"3696";"1261";"Gyros Grill Villa Christina";"S-Bhf. Feuerbachstraße 34";"12163";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Wir bieten Ihnen griechischen Fast-Food unter anderem ein Vielzahl an griechische Vorspeisen, frische Salate, den Klassiker Gyros Pita sowie viele Grillgerichte und Traditionelen Backofen und Topf Gerichten. Wir verwöhnen damit jeden Geschmack und Liebhaber der griechische Küche.";"WAHR";"12:00-23:50";"WAHR";"";"+493077201010";"https://www.lieferservice-gyrosgrill-berlin.de/";"info@lieferservice-gyrosgrill-berlin.de";"12:00-23:50";"12:00-23:50";"12:00-23:50";"12:00-23:50";"12:00-23:50";"12:00-23:50";"12:00-23:50"
"891";"309";"Amma Restaurant";"Feuerbachstraße 31";"12163";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Indische und Singapurische Spezialitäten";"FALSCH";"";"WAHR";"Täglicher Abholservice von 16 - 21 Uhr";"+493023886711";"https://www.amma-berlin.de";"info@amma-berlin.de";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00"
"1923";"657";"Schuhhaus Wittstock";"Schloßstraße 32";"12163";"Mode / Bekleidung";"Das Geschäft mit den bequemsten Schuhen der Stadt.";"WAHR";"Lieferungen über unseren Onlineshop schuhglück.de";"FALSCH";"";"+49307935418";"https://www.schuhhauswittstock.de";"";"";"";"";"";"";"";""
"2967";"1012";"Kreativ-SpieleMarkt";"Maßmannstraße 4";"12163";"Anderes (bitte bei der nächsten Frage beschreiben)";"Spielwaren Versandhandel";"WAHR";"wie lefern weltweit";"FALSCH";"";"+4991453326";"http://www.kreativ-spielemarkt.de";"shop@kreativ-spielemarkt.de";"00:00-24:00";"00:00-24:00";"00:00-24:00";"00:00-24:00";"00:00-24:00";"00:00-24:00";"00:00-24:00"
"3234";"1104";"Split grill";"Schloßstraße 128";"12163";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Kroatisch";"FALSCH";"";"WAHR";"Ab 12:00";"+49307923501";"http://split-berlin.de/";"";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00"
"3504";"240";"Thai Restaurant Mai Phai";"Feuerbachstraße 16";"12163";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Thailändisch Spezialitäten Küche";"WAHR";"im Umkreis von 3 Km";"WAHR";"";"+49307922845";"https://www.maiphai.de";"maiphaiah@aol.com";"12:00-23:30";"12:00-23:30";"02:00-23:30";"12:00-23:30";"12:00-23:30";"12:00-23:30";"12:00-23:30"
"1980";"676";"Arna Solutions GmbH";"Schildhorn Straße 9";"12163";"Anderes (bitte bei der nächsten Frage beschreiben)";"Möbeltaxi Transportdienstleistung";"WAHR";"Wir liefern weiterhin eure sperrigen und schweren Transportgüter zum Wunschort. Auch holen wir von allen Möbelhäusern , Einrichtungshäusern und Baumärkten eure Click&Collect Einkäufe schnell preiswert und zuverlässig.";"FALSCH";"";"+4915127063535";"https://www.moebel-taxi.com";"info@moebel-taxi.com";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";""
"516";"173";"BurgerArt";"Albrechtstraße 131";"12165";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Amerikanische Küche";"WAHR";"Rund um Steglitz";"WAHR";"Am besten bitte mit vorheriger telefonischer Bestellung";"+493076722834";"https://www.burgerart.com";"mail@burgerart.com";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-23:00";"12:00-23:00";"12:00-22:00"
"3705";"1200";"Sombrero Restaurant Bar Catering";"Wrangelstraße 11-12";"12165";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Cocktails und ausgewählte lateinamerikanische/mexikanische Speisen to go";"WAHR";"Im Umkreis von 2,3 km von 12165 Berlin liefert unser Partner Lieferando unsere Speisen aus.";"WAHR";"Cocktails und ausgewählte lateinamerikansche Speisen können bei uns abgeholt werden.";"+493079743409";"https://www.sombrero.berlin//";"sombreroberlin@gmail.com";"";"17:00-21:00";"17:00-21:00";"17:00-21:00";"17:00-21:00";"17:00-21:00";""
"1896";"648";"Atlas Multimedia";"Albrechtstraße 34";"12167";"Haushalt";"Elektrogrossgeräte Reparatur und Verkauf.";"WAHR";"Lieferung und Anschluss der bei uns gekauften Geräte, wie zum Beispiel Waschmaschinen Fernseher Trockner. Sowie Abholung und Lieferung von Kaffeevollautomaten zur Reparatur";"WAHR";"";"+493075515151";"https://www.atlas-multimedia.de";"info@atlas-multimedia.de";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-14:00";""
"1953";"667";"Extronic Hans Schlegel";"Albrechtstraße 81";"12167";"Bürobedarf";"Die ""Centric II"" Schreibtischleuchte übertrifft alle Richtlinien (max. 1.500lx), ist über Netzstecker sofort einsetzbar und ersetzt effektiver jede Deckenbeleuchtung. Mit Human Centric Lighting haben Sie automatisch den natürlichen Tageslichtverlauf auf Ihrem Schreibtisch!";"WAHR";"Lieferung innerhalb Berlin und Brandenburg";"FALSCH";"";"+493070760323";"https://extronic.de";"info@extronic.de";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"";""
"411";"138";"Haus des Dampfes";"Steglitzer Damm 19";"12169";"Anderes (bitte bei der nächsten Frage beschreiben)";"E-Zigaretten, Liquids & Zubehör";"WAHR";"Wir liefern Deine Bestellung in ganz Berlin noch am selben Tag bis 21 Uhr";"WAHR";"Du kannst deine Ware online oder telefonisch bestellen und diese dann im Laden abholen";"+493084516750";"https://www.hausdesdampfes.de";"info@hausdesdampfes.de";"10:00-20:00";"10:00-20:00";"10:00-20:00";"10:00-20:00";"10:00-20:00";"10:00-20:00";""
"18";"6";"Domino`s Berlin Lichterfelde";"Hindenburgdamm 3";"12203";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza, Pasta, Salate, Fingerfood";"WAHR";"nsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht";"WAHR";"kontaklose Abholung. Bestellung über www.dominos.de";"+493081030466";"https://www.dominos.de";"";"11:00-23:00";"11:00-23:00";"11:00-23:00";"11:00-23:00";"11:00-23:00";"11:00-23:00";"11:00-23:00"
"1686";"578";"Triangle HiFi Studio";"Gardeschützenweg 86";"12203";"Anderes (bitte bei der nächsten Frage beschreiben)";"TV, Heimkino System & HiFi";"WAHR";"Kostenlose Lieferung bis 100 km";"WAHR";"Montag bis Freitag ab 14.00 bis 19.00";"+493086200226";"https://www.triangle-hifi.de";"info@triangle-hifi.de";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00";"16:00-18:00";""
"258";"87";"Eiskimo Berlin";"Curtiusstraße 8";"12205";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Speiseeis sowie Kaffee und Softgetränke";"FALSCH";"";"WAHR";"von 12:00 Uhr bis 18:00 Uhr können Sie vorbei kommen und Ihr Eis direkt bestellen und mitnehmen. Sie haben eine Auswahl an Milcheis uns veganem Sorbet.";"+493084591340";"https://www.eiscafe-eiskimo.de";"info@eiskimo-berlin.de";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00"
"1794";"614";"Restaurant Macedonia";"Hans-Sachs-Str.4f";"12205";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza ,Pasta , Saisonal, Balkan,";"WAHR";"11205 12203 12207 14167";"WAHR";"Abholung direkt kontaktlos am Restaurant . Bestellungen vor Ort bestellen und mitnehmen";"+491712154512";"https://www.restaurant-macedonia.de";"kontakt@restaurant-macedonia.de";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00"
"1629";"558";"UTS Nori";"Theklastraße 28";"12205";"Anderes (bitte bei der nächsten Frage beschreiben)";"Software & Hardware Enzelhandel, PC-Service";"WAHR";"Einzelhandel Bundesweit, PC Abholservice Berlin weit";"WAHR";"Kunde kann nach telefonische Absprache Ware 10-21 Uhr Abholen";"+491791590273";"https://www.ebay.de/usr/uts-shop*de";"uts.customerservice@gmail.com";"10:00-21:00";"10:00-21:00";"10:00-21:00";"10:00-21:00";"10:00-21:00";"10:00-21:00";""
"1380";"475";"Goldkörner Müsli-Manufaktur";"Finckensteinallee 2";"12205";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Premium Granola aus eigener Herstellung. 100% natürliche Zutaten";"FALSCH";"";"WAHR";"";"+493049967855";"https://www.goldkoerner-berlin.de";"info@goldkoerner-berlin.de";"10:00-15:00";"10:00-15:00";"";"10:00-15:00";"10:00-15:00";"";""
"2679";"913";"Restaurant Annarella";"Drakestraße 60";"12205";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza, Salate, Nudeln, Griechisch";"FALSCH";"";"WAHR";"";"+493063227444";"";"";"14:00-20:00";"14:00-20:00";"14:00-20:00";"14:00-20:00";"14:00-20:00";"14:00-20:00";"14:00-20:00"
"2505";"855";"Edel und Zeit GmbH";"Baseler Straße 2-4";"12205";"Anderes (bitte bei der nächsten Frage beschreiben)";"Juwelier und Altgoldankauf";"WAHR";"";"WAHR";"Bestellungen nach Vereinbarung";"+493081195587";"https://edelundzeit@web.de";"edelundzeit@web.de";"";"";"";"";"";"";""
"3018";"1031";"klix - kleine Sachen";"Curtiusstraße 13";"12205";"Mode / Bekleidung";"Baby- und Kinderkleidung, Kinderschuhe, Schwerpunkt Bio-Kleidung";"WAHR";"Schöneberg, Teltow und Lichterfelde, ggf. Randbezirke";"WAHR";"Bestellungen für den Folgetag bis 18h möglich";"+491777993000";"https://www.klix-berlin.de";"post@klix-berlin.de";"10:00-15:00";"10:00-15:00";"10:00-15:00";"10:00-15:00";"10:00-15:00";"10:00-14:00";""
"462";"155";"Enoteca Vecchio Mulino";"Drakestraße 36";"12205";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"italienische Küche";"FALSCH";"";"WAHR";"Abolungunszeiten: 13-17 Uhr";"+491728911546";"https://www.enotecavecchiomulino.de";"";"";"";"";"14:00-17:00";"13:00-17:00";"13:00-17:00";""
"3549";"1211";"Ristorante Marinella";"Unter den Eichen 94";"12205";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Italienischer Familienbetrieb aus Süd Italien";"WAHR";"Wir liefern ab 30 € im Umkreis von 4 km alles andere nach Absprache";"WAHR";"20 % auf alle Speisen Ausgeschlossen Lieferung";"+49308312788";"https://marinella-berlin.de";"marinella_berlin@yahoo.de";"";"15:00-21:00";"15:00-21:00";"15:00-21:00";"15:00-21:00";"15:00-21:00";"12:00-21:00"
"1272";"439";"Familie Bär der Kindersitzladen";"Ringstraße 49";"12205";"Anderes (bitte bei der nächsten Frage beschreiben)";"Kindersitze und Babyschalen mit Beratung";"FALSCH";"";"WAHR";"In unserem Shop kann als Versandoption „Selbstabholung“ ausgewählt werden. Hierzu können individuelle Termine abgesprochen werden.";"+493081052830";"https://www.familiebaer.com";"hallo@familiebaer.com";"";"";"";"";"";"";""
"2367";"808";"BURGER KING DEUTSCHLAND GMBH";"Ostpreussendamm 62";"12207";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"https://www.burgerking.de/menu";"WAHR";"https://www.burgerking.de/menu";"WAHR";"https://www.burgerking.de/menu";"";"https://www.burgerking.de/menu";"";"";"";"";"";"";"";""
"3717";"1267";"Royal Garden";"Osdorfer Straße 26";"12207";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Chinesische Küche (vegetarisch und vegan auch möglich), Catering";"FALSCH";"";"WAHR";"Für Bestellungen zum Abholen reicht es aus, wenn Sie 15 Minuten vorher anrufen.";"+493081852332";"https://www.royal-china.de";"info@royal-china.de";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00"
"951";"330";"Restaurant Schlosspark-Grill";"Bäkestraße 9";"12207";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Kroatische und Internationale Gerichte, Getränke";"FALSCH";"";"WAHR";"Montag bis Sonntag 11:30 - 20:00";"+49308335653";"https://www.schlosspark-grill.de/";"info@schlosspark-grill.de";"11:30-20:00";"11:30-20:00";"11:30-20:00";"11:30-20:00";"11:30-20:00";"11:30-20:00";"11:30-20:00"
